axis	row	side	outcome	observation
E	neighbourhood|design.god-class|wmc-threshold|min-criteria	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\GodClass\\GodClassOptions","enabled":true,"wmcThreshold":47,"lcomThreshold":3,"tccThreshold":0.33,"classLocThreshold":300,"minCriteria":7331,"minMethods":3,"excludeReadonly":true},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.god-class|wmc-threshold|min-criteria	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\GodClass\\GodClassOptions","enabled":true,"wmcThreshold":47,"lcomThreshold":3,"tccThreshold":0.33,"classLocThreshold":300,"minCriteria":3,"minMethods":3,"excludeReadonly":true},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.god-class|wmc-threshold|min-criteria	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\GodClass\\GodClassOptions","enabled":true,"wmcThreshold":47,"lcomThreshold":3,"tccThreshold":0.33,"classLocThreshold":300,"minCriteria":3,"minMethods":3,"excludeReadonly":true},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.god-class|wmc-threshold|min-methods	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\GodClass\\GodClassOptions","enabled":true,"wmcThreshold":47,"lcomThreshold":3,"tccThreshold":0.33,"classLocThreshold":300,"minCriteria":3,"minMethods":7331,"excludeReadonly":true},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.god-class|wmc-threshold|min-methods	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\GodClass\\GodClassOptions","enabled":true,"wmcThreshold":47,"lcomThreshold":3,"tccThreshold":0.33,"classLocThreshold":300,"minCriteria":3,"minMethods":7331,"excludeReadonly":true},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.god-class|wmc-threshold|min-methods	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\GodClass\\GodClassOptions","enabled":true,"wmcThreshold":47,"lcomThreshold":3,"tccThreshold":0.33,"classLocThreshold":300,"minCriteria":3,"minMethods":3,"excludeReadonly":true},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.god-class|wmc-threshold|min-methods	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\GodClass\\GodClassOptions","enabled":true,"wmcThreshold":47,"lcomThreshold":3,"tccThreshold":0.33,"classLocThreshold":300,"minCriteria":3,"minMethods":3,"excludeReadonly":true},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|error	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|threshold	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|enabled|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":false,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":false,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|threshold	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.noc|error|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|error|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":false,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":false,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|error	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.noc|threshold|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|warning	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.noc|threshold|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|threshold|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":false,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":false,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|error	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|threshold	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.noc|warning|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.noc|warning|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocOptions","enabled":true,"warning":10,"error":15},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|error	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|threshold	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|enabled|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|threshold	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.param|error|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|error|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|error	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.param|threshold|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|warning	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.param|threshold|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|threshold|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|error	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|threshold	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.param|warning|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.param|warning|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|error	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|threshold	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|enabled|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
