idx	rule	top_form	top_yaml	level	block_form	block_yaml	level_keys_declared	level_defaults	live_exit	live_level_findings	live_level_severities	live_sibling_findings	live_refusal	call_level_values	call_level_enabled	call_sibling_enabled	call_refusal	block_written	block_effect	live_vs_block_absent	witness	in_declared_population
233	complexity.cognitive	T5_enabled_true	enabled: true	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
234	complexity.cognitive	T5_enabled_true	enabled: true	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
235	complexity.cognitive	T5_enabled_true	enabled: true	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":false,"maxWarning":30,"maxError":50}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
236	complexity.cognitive	T5_enabled_true	enabled: true	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	1	{"warning":1}	1		{"enabled":true,"maxWarning":1,"maxError":50}	True	True		{"maxWarning":1}	applied	differs (1 vs 0)	live door + call	yes
237	complexity.cognitive	T5_enabled_true	enabled: true	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	2	1	{"error":1}	1		{"enabled":true,"maxWarning":1,"maxError":2}	True	True		{"maxWarning":1,"maxError":2}	applied	differs (1 vs 0)	live door + call	yes
238	complexity.cognitive	T5_enabled_true	enabled: true	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	2	1	{"error":1}	1		{"enabled":true,"maxWarning":1,"maxError":1}	True	True		{"maxWarning":1,"maxError":1}	applied	differs (1 vs 0)	live door + call	yes
239	complexity.cognitive	T5_enabled_true	enabled: true	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.cognitive" at level "class". Options at that level: enabled, max-error	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.cognitive" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
240	complexity.npath	T0_none	(nothing)	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
241	complexity.npath	T0_none	(nothing)	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
242	complexity.npath	T0_none	(nothing)	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
243	complexity.npath	T0_none	(nothing)	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{"enabled":"~(null)"}	applied	same (1)	live door (blind here) + call	yes
244	complexity.npath	T0_none	(nothing)	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	1	{"error":1}	0		{"enabled":true,"warning":200,"error":1000}	True	False		{"enabled":true}	applied	same (1)	live door (blind here) + call	yes
245	complexity.npath	T0_none	(nothing)	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":false,"warning":200,"error":1000}	False	False		{"enabled":false}	applied	differs (0 vs 1)	live door + call	yes
246	complexity.npath	T0_none	(nothing)	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	13	{"warning":12,"error":1}	0		{"enabled":true,"warning":1,"error":1000}	True	False		{"warning":1}	applied	differs (13 vs 1)	live door + call	yes
247	complexity.npath	T0_none	(nothing)	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	13	{"warning":11,"error":2}	0		{"enabled":true,"warning":1,"error":2}	True	False		{"warning":1,"error":2}	applied	differs (13 vs 1)	live door + call	yes
248	complexity.npath	T0_none	(nothing)	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	2	13	{"error":13}	0		{"enabled":true,"warning":1,"error":1}	True	False		{"warning":1,"error":1}	applied	differs (13 vs 1)	live door + call	yes
249	complexity.npath	T0_none	(nothing)	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.npath" at level "callable". Options at that level: enabled, error, thr	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.npath" at level "	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
250	complexity.npath	T0_none	(nothing)	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
251	complexity.npath	T0_none	(nothing)	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
252	complexity.npath	T0_none	(nothing)	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
253	complexity.npath	T0_none	(nothing)	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
254	complexity.npath	T0_none	(nothing)	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	1	{"error":1}	1		{"enabled":true,"maxWarning":500,"maxError":1000}	True	True		{"enabled":true}	applied	differs (1 vs 0)	live door + call	yes
255	complexity.npath	T0_none	(nothing)	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
256	complexity.npath	T0_none	(nothing)	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":1,"maxError":1000}	False	True		{"maxWarning":1}	applied	same (0)	live door (blind here) + call	yes
257	complexity.npath	T0_none	(nothing)	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":1,"maxError":2}	False	True		{"maxWarning":1,"maxError":2}	applied	same (0)	live door (blind here) + call	yes
258	complexity.npath	T0_none	(nothing)	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	2	0	{}	1		{"enabled":false,"maxWarning":1,"maxError":1}	False	True		{"maxWarning":1,"maxError":1}	applied	same (0)	live door (blind here) + call	yes
259	complexity.npath	T0_none	(nothing)	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.npath" at level "class". Options at that level: enabled, max-error, ma	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.npath" at level "	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
260	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
261	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
262	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
263	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
264	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
265	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{"enabled":false}	dropped	same (0)	live door (blind here) + call	yes
266	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{"warning":1}	dropped	same (0)	live door (blind here) + call	yes
267	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{"warning":1,"error":2}	dropped	same (0)	live door (blind here) + call	yes
268	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	0	0	{}	0		{"enabled":true,"warning":100000000,"error":100000000}	True	False		{"warning":1,"error":1}	dropped	same (0)	live door (blind here) + call	yes
269	complexity.npath	T1_threshold_value	threshold: 100000000	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":200,"error":1000}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.npath" at level "callable". Options at that level: enabled, error, thr	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.npath" at level "	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
270	complexity.npath	T1_threshold_value	threshold: 100000000	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
271	complexity.npath	T1_threshold_value	threshold: 100000000	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
272	complexity.npath	T1_threshold_value	threshold: 100000000	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
273	complexity.npath	T1_threshold_value	threshold: 100000000	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
274	complexity.npath	T1_threshold_value	threshold: 100000000	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
275	complexity.npath	T1_threshold_value	threshold: 100000000	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
276	complexity.npath	T1_threshold_value	threshold: 100000000	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":false,"maxWarning":500,"maxError":1000}	0	0	{}	0		{"enabled":false,"maxWarning":500,"maxError":1000}	False	True		{"maxWarning":1}	dropped	same (0)	live door (blind here) + call	yes
