consumer	consumer_owner	dependency	dependency_owner	dependency_visibility
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Core\Time\SystemClock	Core.Neutral	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Progress\SwitchableProgressReporter	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\Contract\LoggerFactoryInterface	Infrastructure.Logging	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\LoggerFactory	Infrastructure.Logging	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\LoggerHolder	Infrastructure.Logging	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Profiler\Contract\ProfileReportInterface	Infrastructure.Profiler	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Profiler\Contract\ProfileSessionControlInterface	Infrastructure.Profiler	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CoreServicesConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Profiler\ProfileSession	Infrastructure.Profiler	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\CouplingConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Coupling\Contract\Configuration\CouplingConfiguratorInterface	Analysis.Evidence.Coupling	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurationStoreInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyTraversalParticipantInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\Collection\Strategy\StrategySelectorInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\Contract\CacheConfigurationStoreInterface	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Parallel\Contract\ParallelConfigurationStoreInterface	Infrastructure.Parallel	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DependencyModelConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Parallel\Strategy\StrategySelector	Infrastructure.Parallel	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DesignConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Design\Inheritance\Contract\ExternalParentSourceInterface	Analysis.Evidence.Design	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DesignConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Composer\Contract\AnalysedInstallAnchorInterface	Infrastructure.Composer	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\DuplicationConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\RuleConfigurationInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\FindingConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\FindingConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\RuleConfigurationInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\FindingConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\RuleExecutionInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\FindingConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\Rule\RuleSelector	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\FindingConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\RuleConfiguration\RuleOptionsFactory	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\FindingConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Core\Profiler\Contract\ProfilerInterface	Core.Profiler	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Configuration\LcomCollectionConfigurationResolver	Analysis.Evidence.Cohesion	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurationResolverInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurationStoreInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Runtime\LcomCollectionConfigurationStore	Analysis.Evidence.Cohesion	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyTraversalParticipantInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationRegistrarFactory	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\DerivedMetricExtractorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\FileMeasurementCollectorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\MeasurementAggregationInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricRepositoryFactoryInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricRepositoryInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\ProjectNamespaceResolverInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\MeasurementConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Core\Profiler\Contract\ProfilerInterface	Core.Profiler	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Configuration\Contract\Discovery\ComposerAutoloadPathReaderInterface	Analysis.Configuration	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Configuration\Contract\Pipeline\ConfigurationPipelineInterface	Analysis.Configuration	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurationResolverInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurationStoreInterface	Analysis.Evidence.Cohesion	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Configuration\ComputedMetricConfiguratorInterface	Analysis.Evidence.ComputedMetrics	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Coupling\Contract\Configuration\CouplingConfiguratorInterface	Analysis.Evidence.Coupling	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyGraphBuilderInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyTraversalParticipantInterface	Analysis.Evidence.DependencyModel	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationRegistrarFactory	Analysis.Evidence.Measurement	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Configuration\FindingConfigurationResolver	Analysis.Finding	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\Configuration\FindingConfigurationResolverInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\RuleConfigurationInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\RuleExecutionInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\Rule\RuleChannelRegistryInterface	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\Contract\Rule\RuleSelector	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Finding\RuleConfiguration\RuleOptionsFactory	Analysis.Finding	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Architecture\Contract\ArchitecturePolicyConfiguratorInterface	Analysis.Policy.Architecture	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Baseline\BaselineChannelRenamer	Analysis.Policy.Baseline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Baseline\BaselineCleaner	Analysis.Policy.Baseline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Baseline\BaselineGenerator	Analysis.Policy.Baseline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Baseline\BaselineLoader	Analysis.Policy.Baseline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Baseline\BaselineUpdater	Analysis.Policy.Baseline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Baseline\BaselineWriter	Analysis.Policy.Baseline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Baseline\BoundaryExplanationService	Analysis.Policy.Baseline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Policy\Inline\Contract\AnnotationSuppressionInterface	Analysis.Policy.Inline	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Configuration\ProjectScopeCoverage	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\Configuration\RunConfigurationResolverInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\Discovery\FileDiscoveryFactoryInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\Discovery\FileDiscoveryInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\Pipeline\AnalysisPipelineInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\Pipeline\DependencyGraphAnalyzerInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Analysis\Run\Contract\Pipeline\DirectiveAuditInterface	Analysis.Run	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Core\Ast\FileParserInterface	Core.Neutral	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Core\Profiler\Contract\ProfilerInterface	Core.Profiler	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\CacheFactory	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\Contract\CacheConfigurationResolverInterface	Infrastructure.Cache	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Composer\Contract\AnalysedInstallAnchorInterface	Infrastructure.Composer	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\AnalysisPreflight	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\AnalysisRuntimeConfigurator	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\CheckConfigurationResolvers	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineCleanupCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineConfiguredThresholds	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineExplainCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineGenerateCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineRenameChannelsCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineRun	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineRunInterface	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\BaselineUpdateCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\CheckCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\DirectivesCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\GraphExportCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\HookInstallCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\HookStatusCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\HookUninstallCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Command\RulesCommand	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\ConfigurationInputAdapter	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\ErrorStream	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\ExitCodeResolver	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\FindingFilterOrchestrator	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\FormatterContextFactory	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\MeasuredFindingSet	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\ProfilePresenter	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\ProfileSummaryRenderer	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Progress\ProgressConfigurator	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Progress\SwitchableProgressReporter	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\Refusal\RefusalPresenter	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\ResultPresenter	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\RuleInputValidator	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\RuleListingPresenter	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\RunningBinaryLocator	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\RunningBinaryLocatorInterface	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\RuntimeConfigurator	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Console\RuntimeLimitsController	Infrastructure.Console	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Git\GitRepositoryLocator	Infrastructure.Git	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Git\GitRepositoryLocatorInterface	Infrastructure.Git	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\Contract\LoggerFactoryInterface	Infrastructure.Logging	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\DelegatingLogger	Infrastructure.Logging	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Logging\LoggerHolder	Infrastructure.Logging	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Parallel\Contract\ParallelConfigurationResolverInterface	Infrastructure.Parallel	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Parallel\Contract\ParallelConfigurationStoreInterface	Infrastructure.Parallel	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Profiler\Contract\ProfileReportInterface	Infrastructure.Profiler	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Profiler\Contract\ProfileSessionControlInterface	Infrastructure.Profiler	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\Contract\RuleChannelSnapshotFactoryInterface	Infrastructure.Rule	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Rule\RuleRegistryInterface	Infrastructure.Rule	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\Configuration\OutputFormatResolver	Reporting	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\Contract\OutputFormatResolverInterface	Reporting	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\DrillDown\FindingFilter	Reporting	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\FindingProjection\Configuration\ConfiguredFindingExclusionsResolver	Reporting	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\FindingProjection\Contract\ConfiguredFindingExclusionsResolverInterface	Reporting	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\FindingProjection\Contract\GitScopeQueryInterface	Reporting	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\Formatter\FormatterRegistryInterface	Reporting	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\OutputConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Reporting\Health\SummaryEnricher	Reporting	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Core\Ast\FileParserInterface	Core.Neutral	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Ast\CachedFileParser	Infrastructure.Ast	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Ast\FileParserFactory	Infrastructure.Ast	internal
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Ast\PhpFileParser	Infrastructure.Ast	contract
Qualimetrix\Infrastructure\DependencyInjection\Configurator\ParserConfigurator	Infrastructure.DependencyInjection	Qualimetrix\Infrastructure\Cache\CacheConfigurationResolver	Infrastructure.Cache	internal
