consumer	consumer_owner	dependency	dependency_owner	dependency_visibility
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\Override\InvertedOverrideValidator	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\Override\OverrideValidatorInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKeySet	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionShape	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdAwareOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdParser	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityRule	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityRule	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityRule	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityRule	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityRule	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\JudgedMetrics	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityRule	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityRule	Analysis.Evidence.Maintainability	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	Analysis.Finding	contract
